time,rain,water_1,water_2,water_3,flow_1,flow_2,flow_3,storage_1,storage_2,storage_3
2026-05-11 00:00:00,0.0,0.022475788,0.013803397,0.0,0.0,0.0,0.035705056,0.0,0.0,0.0
2026-05-11 00:10:00,0.0,0.022475645,0.0138033135,0.0,0.0,0.0,0.04322227,0.0,0.0,0.0
2026-05-11 00:20:00,0.0,0.022475507,0.013803231,0.0,0.0,0.0,0.024841746,0.0,0.0,0.0
2026-05-11 00:30:00,0.0,0.022475371,0.0138031505,0.0,0.0,0.0,0.03181383,0.0,0.0,0.0
2026-05-11 00:40:00,0.0,0.022475239,0.013803072,0.0,0.0,0.0,0.034808416,0.0,0.0,0.0
2026-05-11 00:50:00,0.0,0.02247511,0.013802996,0.0,0.0,0.0,0.021529127,0.0,0.0,0.0
2026-05-11 01:00:00,0.0,0.022474986,0.013802921,0.0,0.0,0.0,0.038517956,0.0,0.0,0.0
2026-05-11 01:10:00,0.0,0.022474863,0.013802849,0.0,0.0,0.0,-0.018578252,0.0,0.0,0.0
2026-05-11 01:20:00,0.0,0.022474743,0.013802778,0.0,0.0,0.0,0.018468421,0.0,0.0,0.0
2026-05-11 01:30:00,0.0,0.022474626,0.013802709,0.0,0.0,0.0,0.022440352,0.0,0.0,0.0
2026-05-11 01:40:00,0.0,0.022474512,0.013802642,0.0,0.0,0.0,0.0066160066,0.0,0.0,0.0
2026-05-11 01:50:00,0.0,0.0224744,0.013802576,0.0,0.0,0.0,0.011526391,0.0,0.0,0.0
2026-05-11 02:00:00,0.0,0.022474293,0.013802512,0.0,0.0,0.0,-0.03232081,0.0,0.0,0.0
2026-05-11 02:10:00,0.0,0.022474188,0.013802449,0.0,0.0,0.0,0.004557548,0.0,0.0,0.0
2026-05-11 02:20:00,0.0,0.022474084,0.013802388,0.0,0.0,0.0,-0.017757831,0.0,0.0,0.0
2026-05-11 02:30:00,0.0,0.022473983,0.013802328,0.0,0.0,0.0,-0.007660803,0.0,0.0,0.0
2026-05-11 02:40:00,0.0,0.022473885,0.0138022695,0.0,0.0,0.0,-0.03020447,0.0,0.0,0.0
2026-05-11 02:50:00,0.0,0.022473788,0.013802213,0.0,0.0,0.0,-0.041987672,0.0,0.0,0.0
2026-05-11 03:00:00,0.0,0.022473695,0.013802157,0.0,0.0,0.0,-0.008645247,0.0,0.0,0.0
2026-05-11 03:10:00,0.0,0.022473603,0.013802103,0.0,0.0,0.0,-0.050163236,0.0,0.0,0.0
2026-05-11 03:20:00,0.0,0.022473512,0.01380205,0.0,0.0,0.0,-0.020091962,0.0,0.0,0.0
2026-05-11 03:30:00,0.0,0.022473425,0.0138019975,0.0,0.0,0.0,-0.03944782,0.0,0.0,0.0
2026-05-11 03:40:00,0.0,0.022473339,0.013801946,0.0,0.0,0.0,-0.0470795,0.0,0.0,0.0
2026-05-11 03:50:00,0.0,0.022473255,0.013801897,0.0,0.0,0.0,-0.020026539,0.0,0.0,0.0
2026-05-11 04:00:00,0.0,0.022473173,0.0138018485,0.0,0.0,0.0,-0.05116012,0.0,0.0,0.0
2026-05-11 04:10:00,0.0,0.022473093,0.013801801,0.0,0.0,0.0,-0.029725147,0.0,0.0,0.0
2026-05-11 04:20:00,0.0,0.022473015,0.013801754,0.0,0.0,0.0,-0.051317498,0.0,0.0,0.0
2026-05-11 04:30:00,0.0,0.022472939,0.013801709,0.0,0.0,0.0,-0.047535617,0.0,0.0,0.0
2026-05-11 04:40:00,0.0,0.022472864,0.013801664,0.0,0.0,0.0,-0.046205897,0.0,0.0,0.0
2026-05-11 04:50:00,0.0,0.02247279,0.01380162,0.0,0.0,0.0,-0.04750301,0.0,0.0,0.0
2026-05-11 05:00:00,0.0,0.022472717,0.0138015775,0.0,0.0,0.0,-0.047376562,0.0,0.0,0.0
2026-05-11 05:10:00,0.0,0.022472648,0.0138015365,0.0,0.0,0.0,-0.028690893,0.0,0.0,0.0
2026-05-11 05:20:00,0.0,0.022472579,0.013801496,0.0,0.0,0.0,-0.043702208,0.0,0.0,0.0
2026-05-11 05:30:00,0.0,0.02247251,0.0138014555,0.0,0.0,0.0,-0.037134256,0.0,0.0,0.0
2026-05-11 05:40:00,0.0,0.022472445,0.013801416,0.0,0.0,0.0,-0.039905593,0.0,0.0,0.0
2026-05-11 05:50:00,0.0,0.02247238,0.013801378,0.0,0.0,0.0,-0.04137387,0.0,0.0,0.0
2026-05-11 06:00:00,0.0,0.022472316,0.01380134,0.0,0.0,0.0,-0.012589389,0.0,0.0,0.0
